sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
"Smartwatch Xiaomi Watch",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smartwatch Xiaomi Watch",,,,1,"Taxable Goods","Catalog, Search",,,,,smartwatch-xiaomi-watch,"Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch",/x/i/xiaomi-watch-s-3-bac-1-1-750x500_1.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_1.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_1.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_1.jpg,,"12/19/24, 3:56 PM","12/19/24, 3:56 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Smartwatch Xiaomi Watch-black,color=black|sku=Smartwatch Xiaomi Watch-silver,color=silver",color=Color,
"Smartwatch Garmin Forerunner-gray",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Garmin Forerunner-gray",,,,1,"Taxable Goods","Not Visible Individually",3490000.000000,,,,smartwatch-garmin-forerunner-gray,"Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner",/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_2.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_2.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_2.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_2.jpg,,"12/19/24, 3:58 PM","12/19/24, 3:58 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=gray,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Smartwatch Garmin Forerunner-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Garmin Forerunner-black",,,,1,"Taxable Goods","Not Visible Individually",3490000.000000,,,,smartwatch-garmin-forerunner-black,"Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner",/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_3.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_3.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_3.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_3.jpg,,"12/19/24, 3:58 PM","12/19/24, 3:58 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Smartwatch Garmin Forerunner-white",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Garmin Forerunner-white",,,,1,"Taxable Goods","Not Visible Individually",3490000.000000,,,,smartwatch-garmin-forerunner-white,"Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner",/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_4.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_4.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_4.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_4.jpg,,"12/19/24, 3:58 PM","12/19/24, 3:58 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=white,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_4.jpg,,,,,,,,,,,,,,,
"Smartwatch Garmin Forerunner-blue",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Garmin Forerunner-blue",,,,1,"Taxable Goods","Not Visible Individually",3490000.000000,,,,smartwatch-garmin-forerunner-blue,"Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner",/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_5.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_5.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_5.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_5.jpg,,"12/19/24, 3:58 PM","12/19/24, 3:58 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=blue,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_5.jpg,,,,,,,,,,,,,,,
"Smartwatch Garmin Forerunner",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smartwatch Garmin Forerunner",,,,1,"Taxable Goods","Catalog, Search",,,,,smartwatch-garmin-forerunner,"Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner","Smartwatch Garmin Forerunner",/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_1.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_1.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_1.jpg,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_1.jpg,,"12/19/24, 3:58 PM","12/19/24, 3:58 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/a/garmin-forerunner-55-day-silicone-xam-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Smartwatch Garmin Forerunner-black,color=black|sku=Smartwatch Garmin Forerunner-blue,color=blue|sku=Smartwatch Garmin Forerunner-gray,color=gray|sku=Smartwatch Garmin Forerunner-white,color=white",color=Color,
"Smartwatch Huawei Watch-Rubber",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Huawei Watch-Rubber",,,,1,"Taxable Goods","Not Visible Individually",3990000.000000,,,,smartwatch-huawei-watch-rubber,"Smartwatch Huawei Watch","Smartwatch Huawei Watch","Smartwatch Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_1.jpg,,"12/19/24, 3:59 PM","12/19/24, 3:59 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_1.jpg,,,,,,,,,,,,,,,
"Smartwatch Huawei Watch-Leather",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Huawei Watch-Leather",,,,1,"Taxable Goods","Not Visible Individually",3990000.000000,,,,smartwatch-huawei-watch-leather,"Smartwatch Huawei Watch","Smartwatch Huawei Watch","Smartwatch Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_2.jpg,,"12/19/24, 3:59 PM","12/19/24, 3:59 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Leather,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_2.jpg,,,,,,,,,,,,,,,
"Smartwatch Huawei Watch",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smartwatch Huawei Watch",,,,1,"Taxable Goods","Catalog, Search",,,,,smartwatch-huawei-watch,"Smartwatch Huawei Watch","Smartwatch Huawei Watch","Smartwatch Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_3.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_3.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_3.jpg,,,,"12/19/24, 3:59 PM","12/19/24, 4:00 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1_3.jpg,,,,,,,,,,,,,"sku=Smartwatch Huawei Watch-Rubber,bandwrist=Rubber|sku=Smartwatch Huawei Watch-Leather,bandwrist=Leather",bandwrist=Bandwrist,
"Smartwatch Kidcare-blue",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Kidcare-blue",,,,1,"Taxable Goods","Not Visible Individually",1640000.000000,,,,smartwatch-kidcare-blue,"Smartwatch Kidcare","Smartwatch Kidcare","Smartwatch Kidcare",/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_2.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_2.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_2.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_2.jpg,,"12/19/24, 4:02 PM","12/19/24, 4:02 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=blue,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Smartwatch Kidcare-pink",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Kidcare-pink",,,,1,"Taxable Goods","Not Visible Individually",1640000.000000,,,,smartwatch-kidcare-pink,"Smartwatch Kidcare","Smartwatch Kidcare","Smartwatch Kidcare",/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_3.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_3.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_3.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_3.jpg,,"12/19/24, 4:02 PM","12/19/24, 4:02 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=pink,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Smartwatch Kidcare",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smartwatch Kidcare",,,,1,"Taxable Goods","Catalog, Search",,,,,smartwatch-kidcare,"Smartwatch Kidcare","Smartwatch Kidcare","Smartwatch Kidcare",/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_1.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_1.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_1.jpg,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_1.jpg,,"12/19/24, 4:02 PM","12/19/24, 4:02 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/k/i/kidcare-s6-day-silicone-xanh-hc-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Smartwatch Kidcare-pink,color=pink|sku=Smartwatch Kidcare-blue,color=blue",color=Color,
"Smart Wristband Samsung Galaxy-pink",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Samsung Galaxy-pink",,,,1,"Taxable Goods","Not Visible Individually",1190000.000000,,,,smart-wristband-samsung-galaxy-pink,"Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy",/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_2.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_2.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_2.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_2.jpg,,"12/19/24, 4:16 PM","12/19/24, 4:16 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=pink,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Smart Wristband Samsung Galaxy-gray",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Samsung Galaxy-gray",,,,1,"Taxable Goods","Not Visible Individually",1190000.000000,,,,smart-wristband-samsung-galaxy-gray,"Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy",/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_3.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_3.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_3.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_3.jpg,,"12/19/24, 4:16 PM","12/19/24, 4:16 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=gray,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Smart Wristband Samsung Galaxy-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Samsung Galaxy-black",,,,1,"Taxable Goods","Not Visible Individually",1190000.000000,,,,smart-wristband-samsung-galaxy-black,"Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy",/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_4.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_4.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_4.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_4.jpg,,"12/19/24, 4:16 PM","12/19/24, 4:16 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_4.jpg,,,,,,,,,,,,,,,
"Smart Wristband Samsung Galaxy",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Samsung Galaxy",,,,1,"Taxable Goods","Catalog, Search",,,,,smart-wristband-samsung-galaxy,"Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy","Smart Wristband Samsung Galaxy",/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_1.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_1.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_1.jpg,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_1.jpg,,"12/19/24, 4:16 PM","12/19/24, 4:16 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-fit3-hong-hc-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Smart Wristband Samsung Galaxy-black,color=black|sku=Smart Wristband Samsung Galaxy-pink,color=pink|sku=Smart Wristband Samsung Galaxy-gray,color=gray",color=Color,
"Smart Wristband Mi Band 8-yellow",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Mi Band 8-yellow",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smart-wristband-mi-band-8-yellow,"Smart Wristband Mi Band 8","Smart Wristband Mi Band 8","Smart Wristband Mi Band 8",/m/i/mi-band-8-vang-glr-1-750x500_2.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_2.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_2.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_2.jpg,,"12/19/24, 4:20 PM","12/19/24, 4:20 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=yellow,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/m/i/mi-band-8-vang-glr-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Smart Wristband Mi Band 8-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Mi Band 8-black",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smart-wristband-mi-band-8-black,"Smart Wristband Mi Band 8","Smart Wristband Mi Band 8","Smart Wristband Mi Band 8",/m/i/mi-band-8-vang-glr-1-750x500_3.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_3.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_3.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_3.jpg,,"12/19/24, 4:20 PM","12/19/24, 4:20 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/m/i/mi-band-8-vang-glr-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Smart Wristband Mi Band 8",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smart Wristband Mi Band 8",,,,1,"Taxable Goods","Catalog, Search",,,,,smart-wristband-mi-band-8,"Smart Wristband Mi Band 8","Smart Wristband Mi Band 8","Smart Wristband Mi Band 8",/m/i/mi-band-8-vang-glr-1-750x500_1.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_1.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_1.jpg,,/m/i/mi-band-8-vang-glr-1-750x500_1.jpg,,"12/19/24, 4:20 PM","12/19/24, 4:20 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/m/i/mi-band-8-vang-glr-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Smart Wristband Mi Band 8-black,color=black|sku=Smart Wristband Mi Band 8-yellow,color=yellow",color=Color,
"iPad 9-64GB",,Phone,virtual,"Default Category,Default Category/Tablet",base,"iPad 9-64GB",,,,1,"Taxable Goods","Not Visible Individually",8390000.000000,,,,ipad-9-64gb,"iPad 9","iPad 9","iPad 9",/i/p/ipad-9-wifi-trang-1-750x500_2.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_2.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_2.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_2.jpg,,"12/19/24, 4:28 PM","12/19/24, 4:28 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=64GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-9-wifi-trang-1-750x500_2.jpg,,,,,,,,,,,,,,,
"iPad 9-256GB",,Phone,virtual,"Default Category,Default Category/Tablet",base,"iPad 9-256GB",,,,1,"Taxable Goods","Not Visible Individually",12290000.000000,,,,ipad-9-256gb,"iPad 9","iPad 9","iPad 9",/i/p/ipad-9-wifi-trang-1-750x500_3.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_3.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_3.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_3.jpg,,"12/19/24, 4:28 PM","12/19/24, 4:28 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=256GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-9-wifi-trang-1-750x500_3.jpg,,,,,,,,,,,,,,,
"iPad 9",,Phone,configurable,"Default Category,Default Category/Tablet",base,"iPad 9",,,,1,"Taxable Goods","Catalog, Search",,,,,ipad-9,"iPad 9","iPad 9","iPad 9",/i/p/ipad-9-wifi-trang-1-750x500_1.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_1.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_1.jpg,,/i/p/ipad-9-wifi-trang-1-750x500_1.jpg,,"12/19/24, 4:28 PM","12/19/24, 4:28 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-9-wifi-trang-1-750x500_1.jpg,,,,,,,,,,,,,"sku=iPad 9-64GB,rom=64GB|sku=iPad 9-256GB,rom=256GB",rom=ROM,"Column configurable_variations: Attribute with code ""rom"" does not exist or is missing from product attribute set"
"iPad Pro M4 11 inch-256GB",,Phone,virtual,"Default Category,Default Category/Tablet",base,"iPad Pro M4 11 inch-256GB",,,,1,"Taxable Goods","Not Visible Individually",28990000.000000,,,,ipad-pro-m4-11-inch-256gb,"iPad Pro M4 11 inch","iPad Pro M4 11 inch","iPad Pro M4 11 inch",/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_2.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_2.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_2.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_2.jpg,,"12/19/24, 4:34 PM","12/19/24, 4:34 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=256GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_2.jpg,,,,,,,,,,,,,,,
"iPad Pro M4 11 inch-512GB",,Phone,virtual,"Default Category,Default Category/Tablet",base,"iPad Pro M4 11 inch-512GB",,,,1,"Taxable Goods","Not Visible Individually",34490000.000000,,,,ipad-pro-m4-11-inch-512gb,"iPad Pro M4 11 inch","iPad Pro M4 11 inch","iPad Pro M4 11 inch",/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_3.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_3.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_3.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_3.jpg,,"12/19/24, 4:34 PM","12/19/24, 4:34 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=512GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_3.jpg,,,,,,,,,,,,,,,
"iPad Pro M4 11 inch-1TB",,Phone,virtual,"Default Category,Default Category/Tablet",base,"iPad Pro M4 11 inch-1TB",,,,1,"Taxable Goods","Not Visible Individually",45990000.000000,,,,ipad-pro-m4-11-inch-1tb,"iPad Pro M4 11 inch","iPad Pro M4 11 inch","iPad Pro M4 11 inch",/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_4.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_4.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_4.jpg,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_4.jpg,,"12/19/24, 4:34 PM","12/19/24, 4:34 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=1TB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/ipad-pro-11-inch-m4-wifi-black-1-750x500_4.jpg,,,,,,,,,,,,,,,
